exposure_id,segment,country,stage,EAD,LGD,PD_12m,PD_lifetime,discount_rate,source,ECL_12m,ECL_lifetime
EXP-8BP6NLNQ,Corporate,DE,1,1315709.72,0.3374,0.0702,0.1085,0.089,fallback,31163.2162588656,48165.36985878799
EXP-O1URTTQU,SME,FR,2,4424654.14,0.2657,0.0401,0.062,0.0539,fallback,47142.78726041979,72889.097509876
EXP-9LBB4M0A,SME,UK,1,2478508.74,0.5883,0.0532,0.0779,0.0766,fallback,77571.2760006744,113586.5112867018
EXP-IXV6CKMA,SME,IT,1,1732263.71,0.3429,0.0346,0.0809,0.0823,fallback,20552.165625101396,48054.0519962631
EXP-V9NOU3DY,SME,IT,2,2844566.53,0.5606,0.0287,0.0774,0.0852,fallback,45766.8567058066,123426.99334597318
EXP-R424TKB9,Corporate,ES,1,1704301.73,0.4459,0.0354,0.0659,0.0937,fallback,26902.1642058078,50080.582518721305
EXP-UTPMC3SK,Retail,UK,2,3591357.15,0.4313,0.0514,0.0705,0.0719,fallback,79616.150214063,109201.1398850475
EXP-GAZ5UH80,SME,ES,1,2017481.77,0.45,0.0417,0.0951,0.1156,fallback,37858.04541405,86338.13234715
EXP-0CHQI014,Corporate,ES,1,4046578.06,0.5411,0.0735,0.1389,0.1102,fallback,160935.849037551,304135.91063014744
EXP-FYIIFA2L,Retail,ES,2,3173298.17,0.5384,0.0287,0.0488,0.1194,fallback,49034.0571866936,83374.9822547264
EXP-J2XG48RA,SME,US,1,3238141.04,0.2148,0.0212,0.0308,0.072,fallback,14745.7171423104,21423.0230180736
EXP-XD70FE07,SME,CN,3,4337187.18,0.5602,0.0385,0.0639,0.108,fallback,93543.151942086,155257.33530128037
EXP-3LVO0IPF,Corporate,FR,1,1266522.21,0.5538,0.0267,0.0353,0.1179,fallback,18727.3799972766,24759.419996399396
EXP-ZETRIJ2F,SME,ES,3,2047794.02,0.5452,0.0139,0.0512,0.0757,fallback,15518.756465885599,57162.613744844806
EXP-X7Y2ITL8,SME,IT,3,115160.31,0.5867,0.0524,0.1113,0.0585,fallback,3540.3826231548,7519.9348465101
EXP-9JD3IH66,Retail,UK,1,4289659.22,0.3554,0.0737,0.1012,0.1116,fallback,112358.95815627559,154283.9425429456
EXP-7QO4Z533,Corporate,UK,1,2037381.19,0.2136,0.0707,0.1283,0.0854,fallback,30767.5527884088,55834.187026207204
EXP-Z1XGPXAH,SME,IT,1,2110143.96,0.4917,0.0483,0.0712,0.0903,fallback,50114.0410218756,73874.1143013984
EXP-14Y2LR0J,Retail,UK,2,797533.97,0.4065,0.0779,0.136,0.1079,fallback,25254.989830909497,44090.867997479996
EXP-85I87XW6,SME,ES,1,1001331.96,0.3658,0.0227,0.084,0.0683,fallback,8314.7201429736,30768.127401312002
EXP-8GUAS173,Retail,ES,1,258416.99,0.4472,0.052,0.0624,0.0657,fallback,6009.332052256,7211.1984627072
EXP-RE4V9KYP,Retail,ES,1,960815.38,0.5448,0.0647,0.0849,0.052,fallback,33867.3585708528,44441.0933951376
EXP-XDQ59OHN,SME,ES,3,1185073.27,0.3804,0.0274,0.0682,0.0918,fallback,12351.9712902792,30744.6876641256
EXP-6978V0BJ,Retail,CN,2,485444.32,0.2235,0.0333,0.0497,0.0712,fallback,3612.9436238160006,5392.291234344
EXP-GGRMQDZP,SME,IT,1,3359597.49,0.2529,0.0725,0.0754,0.0719,fallback,61599.0598785225,64063.0222736634
EXP-P6J37SPF,Retail,UK,2,2501060.98,0.5893,0.0297,0.0549,0.1035,fallback,43774.094494765806,80915.75042971861
EXP-GBGQFQE6,Retail,ES,1,2782816.79,0.5691,0.0546,0.0854,0.0809,fallback,86470.07652131941,135248.0684051406
EXP-FMHK403U,Corporate,UK,2,2808664.06,0.3831,0.0179,0.0683,0.0649,fallback,19260.3857048094,73490.7454546638
EXP-1Y5AYYOV,Retail,DE,1,2634816.88,0.4283,0.0391,0.0445,0.0608,fallback,44124.0399254264,50217.897101828
EXP-JXLBWQ89,Retail,US,2,2306563.57,0.4831,0.0436,0.0876,0.0591,fallback,48583.517525081195,97612.75539442919
EXP-TVDJI1OA,Retail,FR,1,4009774.23,0.3132,0.0659,0.118,0.0772,fallback,82761.25893429239,148191.63208264796
EXP-RP3LYEX3,SME,CN,1,1431830.09,0.501,0.0558,0.0642,0.0843,fallback,40027.95563002201,46053.669380777996
EXP-3WPPBMQI,SME,UK,3,2387434.04,0.4252,0.0396,0.0926,0.0609,fallback,40199.42337079681,94001.6819226208
EXP-C2K9YKIP,SME,CN,1,2641120.77,0.4589,0.0159,0.0487,0.0886,fallback,19270.9641095127,59024.9026498911
EXP-Z3MV1A0Q,Retail,US,1,2571938.44,0.4043,0.0389,0.0714,0.109,fallback,40449.570269258795,74244.1983862488
EXP-QYWJ85GG,Retail,UK,2,425619.92,0.5507,0.0308,0.0719,0.0682,fallback,7219.1778102752,16852.5611869736
EXP-GRY58VRW,Corporate,CN,1,540589.99,0.4138,0.0104,0.0186,0.0983,fallback,2326.4398337648,4160.7481642331995
EXP-G3ZGARFI,Corporate,US,3,3378760.42,0.5219,0.0161,0.0256,0.1101,fallback,28390.3385174878,45142.4016178688
EXP-AFFZ8Q4V,Corporate,FR,1,962663.12,0.3204,0.0424,0.0756,0.0899,fallback,13077.739978675201,23317.857131788798
EXP-940VTKRR,SME,CN,3,264101.68,0.2031,0.0541,0.104,0.0928,fallback,2901.8726703528,5578.461325631999
EXP-AUTJX6EW,Corporate,UK,1,4526314.98,0.5471,0.0262,0.0304,0.0814,fallback,64880.28944961962,75280.94653696322
EXP-IH6MV4XE,SME,IT,3,113826.55,0.3152,0.0235,0.0476,0.0998,fallback,843.1360211599999,1707.798919456
EXP-24WK0YEH,SME,CN,2,4167072.92,0.4692,0.0614,0.1171,0.0571,fallback,120048.70370352961,228952.82090689437
EXP-9MJYG4S3,SME,IT,2,4715842.94,0.3975,0.0264,0.0654,0.058,fallback,49488.055812360006,122595.41098971001
EXP-MB5JFYSY,Retail,UK,1,612233.28,0.2896,0.028,0.0518,0.1149,fallback,4964.477220864001,9184.2828585984
EXP-2V4DUSGE,SME,FR,1,3996944.56,0.5851,0.0629,0.1311,0.061,fallback,147098.7112833224,306592.0675555416
EXP-FN3EH81A,SME,US,2,3543735.17,0.5048,0.0449,0.1058,0.0739,fallback,80320.6003703384,189263.2409617328
EXP-WI1T2EP7,Corporate,ES,2,864596.36,0.3064,0.0601,0.0892,0.1056,fallback,15921.2307147104,23630.1793635968
EXP-SCMO1POB,SME,UK,1,4719263.88,0.377,0.0639,0.1141,0.1132,fallback,113688.482648364,203002.439282916
EXP-9P5Z5ZLM,Retail,US,1,4888887.55,0.592,0.0659,0.1272,0.113,fallback,190729.19221063997,368144.96584511996
EXP-T2XZ52OH,Corporate,IT,1,4603048.45,0.4801,0.0412,0.0556,0.0526,fallback,91048.850706814,122871.74998298202
EXP-THSLMWA6,SME,CN,2,1956067.76,0.4876,0.0716,0.108,0.0681,fallback,68290.5506079616,103008.093095808
EXP-NWMBXEK0,SME,ES,1,3635281.14,0.5948,0.0177,0.0219,0.1188,fallback,38272.094430674406,47353.6083633768
EXP-TVMK2ZYZ,Corporate,CN,3,4945110.39,0.4262,0.0726,0.1165,0.0673,fallback,153012.1991006268,245536.10461739704
EXP-FPODPEHC,SME,UK,2,2587094.61,0.277,0.0645,0.0963,0.0782,fallback,46222.325849565,69011.00743121101
EXP-PP7R93FE,Corporate,UK,2,2599535.55,0.3579,0.0285,0.0634,0.0591,fallback,26515.6525403325,58985.69723007299
EXP-BFU7E4DN,Corporate,IT,1,2570795.57,0.4117,0.0586,0.0905,0.0866,fallback,62022.037019503405,95784.8865232945
EXP-2FVB66H3,Retail,ES,1,1863622.1,0.5964,0.0312,0.0652,0.0586,fallback,34677.683677728004,72467.467172688
EXP-QMN44EEW,SME,US,2,347147.05,0.2179,0.0437,0.0654,0.0967,fallback,3305.6140539215003,4947.074579553
EXP-OIOT860X,Retail,US,1,4333064.31,0.3301,0.066,0.1125,0.0995,fallback,94402.73889624598,160913.75948223748
EXP-XD8T18S1,Corporate,CN,1,3154244.97,0.5086,0.0316,0.0768,0.0584,fallback,50694.26813904721,123206.32256578561
EXP-Z5P3VOB5,Corporate,DE,1,906919.57,0.2076,0.0651,0.0823,0.0806,fallback,12256.800327853201,15495.156174843598
EXP-9TKG1F8Y,SME,DE,2,130044.13,0.4112,0.0367,0.0431,0.1173,fallback,1962.5011675952,2304.7357036336
EXP-OLN3EH1V,Retail,ES,2,145584.25,0.2234,0.0373,0.0597,0.1027,fallback,1213.127350085,1941.654230565
EXP-CBW6ATVD,SME,US,2,4747291.71,0.3077,0.0323,0.071,0.0956,fallback,47181.9555910941,103712.65780085699
EXP-H8N92TP6,Retail,ES,1,1530018.08,0.3627,0.0159,0.0604,0.0501,fallback,8823.507166094401,33518.22848000641
EXP-C7JJY94H,SME,US,2,4805961.07,0.4483,0.0557,0.0674,0.0697,fallback,120006.3377658317,145214.1322336994
EXP-EFUKPV8L,Retail,UK,1,3698522.9,0.4252,0.031,0.0587,0.0945,fallback,48750.970049480005,92312.320706596
EXP-QVAYXAR6,Corporate,UK,1,2269063.22,0.2984,0.0788,0.1027,0.0789,fallback,53354.5710300224,69536.98533988961
EXP-XCB3YYM3,Corporate,US,2,3519465.38,0.505,0.0477,0.1028,0.0751,fallback,84778.64180612999,182709.52573732
EXP-NGA01YZG,Retail,US,2,4197337.51,0.5247,0.0789,0.0876,0.0938,fallback,173764.8620291133,192925.24605513722
EXP-RZVA9WDJ,Corporate,CN,2,1113526.93,0.592,0.0777,0.0803,0.0619,fallback,51220.457136912,52934.39778756799
EXP-CECJUIS2,Retail,FR,3,3302593.72,0.4263,0.0578,0.0974,0.0516,fallback,81376.3716239208,137129.0414562264
EXP-APYX4L4O,Corporate,DE,3,3391894.96,0.4458,0.0576,0.1194,0.0863,fallback,87097.35013447679,180545.5487162592
EXP-KPQAHCUA,SME,UK,1,1813744.5,0.5036,0.0719,0.0876,0.1185,fallback,65673.58440138001,80013.99156552
EXP-CWBPA274,SME,FR,1,4789300.66,0.5668,0.0238,0.0468,0.0832,fallback,64606.89961529441,127042.1387393184
EXP-CVPDQE97,SME,ES,1,4164262.39,0.5287,0.0464,0.063,0.1123,fallback,102156.35238751519,138703.66811235898
EXP-KWCYUKND,Corporate,US,2,334490.81,0.251,0.0743,0.1052,0.0663,fallback,6238.019462933001,8832.296736212002
EXP-PWDXYASV,Corporate,DE,1,3939499.29,0.4496,0.0417,0.0742,0.0509,fallback,73858.99332869281,131422.95695417278
EXP-WJP0QI2C,Corporate,IT,2,347046.92,0.5158,0.0236,0.0637,0.0805,fallback,4224.560511529599,11402.733245103202
EXP-FLMNAVYC,Corporate,CN,2,3774324.44,0.3245,0.072,0.1263,0.1101,fallback,88183.31621616,154688.233862514
EXP-CGRYQY4U,SME,IT,2,1725642.35,0.5906,0.0548,0.0689,0.071,fallback,55850.20758066801,70220.425224599
EXP-HAIIWI08,SME,IT,3,819777.13,0.3817,0.0652,0.0682,0.0763,fallback,20401.662269969198,21340.389061532198
EXP-BEKGV1BB,SME,FR,1,929380.12,0.596,0.0354,0.0406,0.0622,fallback,19608.433523808,22488.768391711998
EXP-A46AYN2D,SME,FR,1,3596995.0,0.3359,0.0488,0.0613,0.0819,fallback,58961.6542804,74064.53703665
EXP-955CF72G,SME,ES,3,4049343.97,0.4644,0.0759,0.1443,0.0762,fallback,142731.1142808012,271358.3635140924
EXP-V4KFIWKE,Corporate,CN,2,2153405.42,0.4545,0.0745,0.1279,0.112,fallback,72914.845872555,125178.64143758103
EXP-GN51NSGZ,Retail,CN,3,3639219.73,0.5139,0.0654,0.1084,0.0838,fallback,122310.7542587538,202729.1400863748
EXP-XH6QIHPN,SME,FR,1,2374053.2,0.4325,0.0547,0.11,0.0678,fallback,56164.7570923,112945.58099
EXP-VQWPQO2L,Retail,ES,1,680308.27,0.2336,0.0411,0.0657,0.0626,fallback,6531.6124879392,10441.0447799904
EXP-STCJIEMT,Retail,IT,1,1335468.14,0.2304,0.0731,0.0937,0.0973,fallback,22492.274926233596,28830.7272310272
EXP-Z99106AK,SME,US,1,1520550.76,0.5262,0.0578,0.077,0.1048,fallback,46246.5782129136,61608.763363223996
EXP-X985I0HI,SME,CN,2,4729616.89,0.5287,0.063,0.0638,0.103,fallback,157534.55233380897,159534.99109360337
EXP-P7PP4BF5,Corporate,IT,3,4073844.58,0.3363,0.016,0.0752,0.0507,fallback,21920.542916063998,103026.5517055008
EXP-O2TLA27F,Corporate,IT,2,4173151.42,0.3359,0.0393,0.0873,0.0941,fallback,55089.229385735394,122373.78436067939
EXP-8CNRL8XK,Corporate,FR,1,4569623.45,0.4296,0.0374,0.0641,0.0972,fallback,73420.322756088,125835.366007092
EXP-C8KIXCCS,Retail,FR,1,169975.18,0.4756,0.0442,0.0573,0.1102,fallback,3573.1366458736,4632.1432083384
EXP-0O6H5L3X,SME,FR,2,1961615.31,0.5958,0.019,0.0483,0.0903,fallback,22205.877632262,56449.67840201341
EXP-AFCO3S65,SME,ES,2,2941584.85,0.401,0.0579,0.0772,0.0903,fallback,68297.422888815,91063.23051842002
EXP-42O34OGW,Corporate,ES,2,464602.36,0.4585,0.0743,0.0986,0.0769,fallback,15827.399527058002,21003.789951116
EXP-I5JWK6Z0,Corporate,FR,2,925387.15,0.4274,0.0375,0.1037,0.0788,fallback,14831.642546625,41014.435522267
EXP-2OFHBAWY,Corporate,ES,2,614940.82,0.3475,0.0629,0.0982,0.0741,fallback,13441.222708354997,20984.548012089996
EXP-7L0RCTI8,SME,FR,2,4280307.99,0.3587,0.0108,0.0188,0.1074,fallback,16581.741940940403,28864.513749044403
EXP-TOC1YFMH,Retail,DE,3,861239.59,0.2072,0.017,0.0376,0.0873,fallback,3033.6303318160003,6709.6764986048
EXP-Z6OLBA11,SME,FR,1,3486744.39,0.5346,0.0668,0.1117,0.1136,fallback,124516.10519971918,208210.31363485978
EXP-GYH523GG,Retail,ES,2,466018.29,0.3687,0.0793,0.1029,0.0575,fallback,13625.4008213739,17680.3750885167
EXP-OPIDLAXA,SME,FR,2,1620171.08,0.4507,0.0537,0.1191,0.0654,fallback,39212.3363790972,86968.1426955396
EXP-HKV9DT94,Corporate,FR,1,4077273.61,0.46,0.0358,0.0405,0.1171,fallback,67144.54180948,75959.6073543
EXP-1EG1Y9XC,Corporate,DE,2,1628527.91,0.4523,0.0372,0.1019,0.1138,fallback,27400.894061379597,75057.82539931669
EXP-9IW6L01W,SME,DE,1,1918033.28,0.4562,0.0263,0.0674,0.0762,fallback,23012.6783754368,58975.457129446404
EXP-09P5EL2B,SME,US,2,1018038.82,0.3503,0.0549,0.0716,0.0954,fallback,19578.383025665396,25533.920303053597
EXP-HB792ZI5,SME,CN,1,3755249.05,0.2916,0.0613,0.0853,0.0628,fallback,67125.377188674,93406.112140194
EXP-WFHDV37I,Corporate,DE,2,40152.87,0.5479,0.0149,0.0284,0.1007,fallback,327.79638634770004,624.7931122332002
EXP-KU8H5R8M,SME,ES,1,829152.47,0.279,0.0397,0.0821,0.0829,fallback,9183.941503461001,18992.483562573
EXP-2AN417VF,SME,UK,1,2531409.85,0.494,0.0632,0.1206,0.068,fallback,79032.64064488001,150812.28578754
EXP-LZH6A50N,SME,ES,2,1536177.94,0.3133,0.0493,0.083,0.1158,fallback,23727.3282460786,39946.617533966004
EXP-OB7NUGPJ,Corporate,US,3,1871993.04,0.3958,0.0549,0.0961,0.0744,fallback,40677.3230032368,71203.8386267952
EXP-70IB3WYZ,Corporate,UK,1,2448223.0,0.4754,0.0588,0.1044,0.0683,fallback,68436.45059496,121509.61636248
EXP-XFEDZNZ9,SME,DE,2,4721883.46,0.2589,0.0273,0.0678,0.1137,fallback,33374.1306387762,82885.20356443319
EXP-T5V0175D,SME,CN,1,837459.8,0.3707,0.0584,0.0934,0.107,fallback,18130.066715024,28995.688890123998
EXP-93ACZSX0,SME,FR,1,3746163.06,0.572,0.0379,0.0595,0.0762,fallback,81212.319745128,127496.91358403998
EXP-UHH03G95,Corporate,ES,3,680316.99,0.3946,0.0452,0.0529,0.1139,fallback,12134.079408280799,14201.168157036602
EXP-JMVRYDC1,Retail,DE,3,4343126.34,0.2665,0.0305,0.0569,0.0908,fallback,35302.016673105,65858.516350809
EXP-917RMPN6,Retail,IT,1,493240.84,0.4089,0.0105,0.0527,0.1159,fallback,2117.704884498,10628.8616583852
EXP-3A5O47AE,Corporate,CN,1,1998372.04,0.4443,0.0783,0.1394,0.1166,fallback,69520.7454042276,123770.01161365678
EXP-OG983AMB,Retail,US,3,1848465.18,0.4473,0.0561,0.0894,0.0728,fallback,46384.516448285394,73917.57166625159
EXP-M77RXZDN,SME,CN,1,1175457.67,0.3938,0.0617,0.1173,0.0998,fallback,28560.6357185182,54297.6105313158
EXP-RD399Q68,Corporate,ES,3,4382407.69,0.5139,0.0602,0.0624,0.0878,fallback,135577.58257583823,140532.2450619984
EXP-PZF761HJ,Retail,ES,3,1066087.7,0.5013,0.0562,0.0625,0.0586,fallback,30034.952737361997,33401.860250624995
EXP-LIU7CM60,Retail,UK,2,4614453.57,0.4534,0.0444,0.1001,0.0958,fallback,92893.3802395272,209428.54418866383
EXP-KEMVG7UE,Corporate,IT,2,4831577.51,0.3748,0.0263,0.0444,0.0904,fallback,47626.019094672396,80402.8611332112
EXP-P127EXVD,Retail,DE,2,1560886.58,0.436,0.0233,0.0505,0.1097,fallback,15856.734588904,34367.60071844
EXP-QVFX2ZVL,SME,UK,1,732056.93,0.5772,0.0686,0.1036,0.0691,fallback,28986.467635725603,43775.48173558561
EXP-8C3FZ47I,Corporate,UK,1,2874120.05,0.4524,0.0251,0.0455,0.1146,fallback,32636.322956562,59161.46193321
EXP-6FAOPRMO,Retail,DE,2,4285326.2,0.491,0.0309,0.088,0.1009,fallback,65016.54057378001,185160.3744496
EXP-E1U24ZQF,SME,FR,2,3484917.82,0.278,0.0699,0.0975,0.0987,fallback,67719.620061804,94458.6975111
EXP-XN4D24N9,SME,UK,1,4487118.25,0.2839,0.0663,0.08,0.1148,fallback,84459.0973589025,101911.429694
EXP-SMPF0IEO,Retail,IT,3,1784363.43,0.3896,0.0762,0.0844,0.0917,fallback,52973.3250153936,58673.8665524832
EXP-X15XJXNE,Retail,DE,1,3267456.86,0.3501,0.0584,0.1141,0.0842,fallback,66805.9001664624,130523.17138687261
EXP-RYDVN9ZK,Corporate,FR,1,4543307.47,0.29,0.0511,0.1202,0.0728,fallback,67327.27339793,158370.61178925997
EXP-AUT3RSVZ,Corporate,US,3,4545313.81,0.5181,0.0229,0.0798,0.0587,fallback,53927.8302456069,187923.18137988777
EXP-GT2EEHFU,Retail,US,1,4828748.41,0.559,0.0226,0.0645,0.0559,fallback,61003.510162894,174102.93829675502
EXP-8AK8S2XQ,Retail,CN,2,2535680.07,0.3454,0.0481,0.0777,0.0987,fallback,42127.12940616179,68051.5167330306
EXP-YXBBF4HE,Corporate,CN,1,4554807.95,0.5987,0.0524,0.0881,0.0914,fallback,142892.888430446,240245.4860824865
EXP-N6OCJPZT,SME,DE,3,651175.65,0.4489,0.0152,0.033,0.1013,fallback,4443.153789132,9646.320726405002
EXP-3VPF9PAV,Corporate,DE,1,3487046.64,0.2771,0.036,0.082,0.0587,fallback,34785.382461984,79233.37116340801
EXP-62F2JD9I,Retail,DE,1,3423056.44,0.3627,0.0331,0.0393,0.0623,fallback,41095.0590930828,48792.6230319684
EXP-MUKJDBL1,Corporate,FR,1,4378804.5,0.4355,0.0665,0.0732,0.1064,fallback,126813.462423375,139590.1571337
EXP-REASFEN0,Corporate,DE,3,4840321.42,0.4127,0.0516,0.1111,0.0947,fallback,103076.1935417544,221933.43221877742
EXP-G92SJP75,SME,US,1,3540437.05,0.2996,0.0526,0.1021,0.0714,fallback,55793.60585346799,108298.99539237798
EXP-C08FC0TR,Retail,US,1,4737798.7,0.3626,0.0319,0.0382,0.1174,fallback,54801.83329497799,65624.765889284
EXP-YYTEAG3A,SME,ES,3,3388394.98,0.573,0.0195,0.0543,0.0874,fallback,37860.231309029994,105426.18256822198
EXP-5TVV8Y5S,SME,FR,1,1228688.97,0.4956,0.0766,0.1342,0.0553,fallback,46644.6702205512,81719.51362399441
EXP-NE6IT1EK,Retail,IT,1,2573285.58,0.581,0.0396,0.0661,0.0649,fallback,59205.125310408,98824.71674287801
EXP-8S6764CA,Corporate,ES,1,3159570.5,0.3574,0.0746,0.1396,0.0709,fallback,84240.59505382,157640.57733932
EXP-DRDSFERF,Retail,UK,1,35720.51,0.5561,0.023,0.0478,0.0658,fallback,456.87603905300006,949.5075942058002
EXP-J9XPF0A5,SME,UK,1,1877804.24,0.3458,0.0725,0.11,0.0577,fallback,47077.49119892,71427.91768112
EXP-FHRXJPT2,SME,UK,1,210878.97,0.3578,0.0621,0.1252,0.0727,fallback,4685.599968438601,9446.6524323432
EXP-DDAFS1IY,SME,IT,2,2514274.33,0.5694,0.069,0.0962,0.1184,fallback,98782.31844163802,137722.5946968924
EXP-PW0GKEJZ,Corporate,UK,2,50064.16,0.3921,0.0298,0.0356,0.0639,fallback,584.9786826528001,698.8335940416
EXP-G4WFEOJG,Corporate,FR,2,3915757.44,0.2412,0.0611,0.1039,0.0512,fallback,57707.7704356608,98131.54416145921
EXP-WIMRSXKJ,Retail,IT,1,463767.8,0.2204,0.0385,0.06,0.0998,fallback,3935.2552901200006,6132.8653872
EXP-0HQ6DG8N,Retail,IT,1,1606006.02,0.219,0.0129,0.0165,0.0568,fallback,4537.127607102,5803.30275327
EXP-30VVIJVD,Retail,DE,1,3417977.95,0.5082,0.0191,0.0443,0.0941,fallback,33177.013129029,76949.82626261699
EXP-GZ7CTM09,Corporate,FR,2,610568.19,0.4346,0.0739,0.1197,0.1005,fallback,19609.581924138594,31762.746364267798
EXP-14UMNWEP,Retail,ES,2,647881.4,0.3673,0.0598,0.1222,0.0867,fallback,14230.416925556003,29079.547630484
EXP-K8C9G3RT,Corporate,CN,1,3956517.01,0.2668,0.0292,0.0969,0.0616,fallback,30823.483157425595,102287.51773816919
EXP-GFHZ52QZ,Corporate,CN,1,1926910.6,0.5117,0.0381,0.0571,0.0712,fallback,37566.605868162005,56300.60879454201
EXP-TKX7JE5B,Retail,FR,1,1488854.8,0.3074,0.0183,0.034,0.0874,fallback,8375.433569016,15560.914827680002
EXP-85JE6K9W,Retail,DE,1,3246741.05,0.4531,0.0781,0.1008,0.0653,fallback,114892.7826778655,148286.71567130397
EXP-22D0NX5W,SME,CN,1,891908.84,0.5886,0.0476,0.1161,0.1072,fallback,24988.931057462403,60949.892768306396
EXP-OQ0PFRRQ,Retail,US,1,1628072.52,0.2816,0.0541,0.1142,0.0632,fallback,24802.968490291205,52356.728310374405
EXP-53YGFPQX,SME,ES,1,4717341.74,0.2722,0.0297,0.0514,0.1007,fallback,38136.5945223516,66000.7056716792
EXP-A31XBIDF,Retail,UK,2,3636555.48,0.5232,0.0522,0.0787,0.0509,fallback,99318.11217649921,149738.22659560322
EXP-ZHRUPFLF,Retail,DE,2,4788512.28,0.2425,0.0615,0.0852,0.0984,fallback,71414.67501584999,98935.45221708
EXP-D5OAIINM,Corporate,IT,1,2722628.4,0.2085,0.0131,0.0512,0.1145,fallback,7436.45108034,29064.602695679998
EXP-GDD8MWE7,Corporate,DE,1,1929871.6,0.5537,0.0676,0.0755,0.0923,fallback,72235.32557259199,80677.02782146
EXP-6YWK5JRN,Retail,IT,3,2148855.74,0.3339,0.0227,0.0525,0.1059,fallback,16287.316547002201,37668.903908265
EXP-FQ293EP0,Retail,FR,1,4309952.74,0.5912,0.0644,0.0747,0.0726,fallback,164094.0374567872,190338.8912736336
EXP-YO2M2XIP,Retail,ES,2,917542.96,0.354,0.0324,0.0621,0.0874,fallback,10523.850734015998,20170.713906864
EXP-S13HDNH4,Corporate,IT,2,2685700.69,0.292,0.0159,0.0659,0.0832,fallback,12469.171163531999,51680.401237531994
EXP-53KF486I,Retail,US,1,4605311.46,0.2238,0.0345,0.0939,0.0539,fallback,35558.070313806005,96779.7913758372
EXP-ZPBDURVF,Retail,FR,1,595006.69,0.4783,0.02,0.0713,0.0599,fallback,5691.83399654,20291.3881976651
EXP-G00ZKOM2,Retail,UK,1,394555.83,0.4277,0.067,0.0775,0.0701,fallback,11306.352408897003,13078.2434580525
EXP-FOP8QZJU,Retail,IT,3,309403.99,0.457,0.0523,0.0645,0.0659,fallback,7395.095705389,9120.146711235
EXP-0OCO39VC,Retail,UK,2,1366419.76,0.2368,0.0364,0.103,0.0834,fallback,11777.882449715202,33327.524514304
EXP-XHDCV4BK,Corporate,CN,1,3213035.26,0.5309,0.0215,0.0777,0.0546,fallback,36674.709019981,132540.6925977918
EXP-7IDUB9RB,Corporate,DE,1,64775.3,0.5639,0.0231,0.0372,0.0506,fallback,843.768887577,1358.796650124
EXP-OMEYL6SS,SME,US,1,3760880.36,0.5835,0.045,0.067,0.0517,fallback,98751.3160527,147029.73723402002
EXP-YCW8IHYF,SME,UK,1,2389995.64,0.5475,0.0126,0.0239,0.1195,fallback,16487.38492254,31273.69044831
EXP-M2MM4P61,Corporate,ES,1,2586340.98,0.4915,0.0556,0.1207,0.0646,fallback,70677.974496852,153432.221614569
EXP-DA1L526R,Corporate,ES,1,3038316.45,0.5832,0.0497,0.1193,0.0619,fallback,88065.72383590802,211393.17612925204
EXP-G1JRJ5XF,SME,DE,2,815747.7,0.312,0.0354,0.0416,0.0842,fallback,9009.77019696,10587.75254784
EXP-EN48NYSJ,SME,UK,1,4296426.24,0.3604,0.07,0.1342,0.0934,fallback,108390.24118272001,207799.5766674432
EXP-FDNU4I5Y,Corporate,IT,2,294722.79,0.5162,0.059,0.0983,0.0828,fallback,8976.018347682,14954.959382663397
EXP-771HLL9R,Corporate,UK,3,4501631.31,0.3859,0.016,0.0672,0.0833,fallback,27794.872360464,116738.4639139488
EXP-HU91C329,SME,FR,1,2278347.44,0.418,0.0764,0.0866,0.0648,fallback,72759.48116588799,82473.443311072
EXP-DCOKZ5SY,Retail,IT,1,4763698.6,0.4735,0.0289,0.0734,0.1081,fallback,65187.16619718998,165561.86847313997
EXP-H7RT28P6,Retail,CN,2,4475833.37,0.3714,0.0774,0.0982,0.1076,fallback,128663.91735403321,163240.2672372876
EXP-WL9700LF,Corporate,ES,1,3917531.15,0.4389,0.0154,0.0622,0.085,fallback,26478.828094719,106946.955031917
EXP-AQ3EQ8DH,SME,FR,2,576898.31,0.588,0.0384,0.0748,0.0988,fallback,13025.902321151998,25373.372229744
EXP-Y8NNKL3E,Retail,ES,3,3008707.36,0.2865,0.0247,0.0381,0.1199,fallback,21291.268068408,32841.99649418399
EXP-1EGPGVTN,SME,US,3,2057830.19,0.3409,0.048,0.0846,0.0982,fallback,33672.686965008,59348.11077582659
EXP-DD4DA7D0,SME,CN,2,3174195.1,0.4808,0.0757,0.1391,0.057,fallback,115529.78240885602,212287.882867528
EXP-H1TE48M2,SME,ES,2,2521773.98,0.5223,0.0567,0.1163,0.1136,fallback,74680.8485710518,153181.3525363902
EXP-IK5J42OI,Corporate,ES,1,3522136.43,0.4965,0.0105,0.0367,0.0511,fallback,18361.7777436975,64178.78506606651
EXP-LGUPUOWO,Retail,DE,2,3954645.54,0.5363,0.0463,0.0982,0.08,fallback,98196.5774636226,208270.06278461637
EXP-FIZEEUO1,Corporate,IT,2,1958154.37,0.4912,0.0382,0.0605,0.0611,fallback,36742.4952939808,58191.648305912
EXP-VBZ7CN0E,SME,ES,3,1026775.26,0.2373,0.0406,0.0846,0.0942,fallback,9892.3430294388,20613.1088741508
EXP-403NJBCF,SME,DE,3,940910.3,0.461,0.0255,0.0391,0.1189,fallback,11060.871031650002,16960.002248530003
